title,original,type,kids,age_rating,popularity,year,seasons,episodes,genres,audio,subtitles,cover,url,description
90 Day: The Single Life,90 Day: The Single Life,series,,6,2.1,2021,5,14,reality,English - Original; Bulgarian; Czech; Russian; Polish; Hungarian,Macedonian; Serbian (Latin); Slovenian; Croatian; English; Romanian (Moldova); Estonian; Dutch; Portuguese; Greek; Hebrew; Latvian,https://images.cdn.prd.api.discomax.com/nubFK/Z8kvPd4_9xLknAykQ.jpeg,https://play.hbomax.com/show/b5598713-bb7d-4dca-b797-fa3ca2f31f42,"Now single, 90 Day Fiance favorites are looking to find love again while attempting to let go of baggage from their past."
90 Day: The Single Life: Between the Sheets,90 Day: The Single Life: Between the Sheets,series,,AL,0.3,2021,2,13,reality,English - Original,Serbian (Latin); Slovenian; Macedonian; Croatian; English - SDH,https://images.cdn.prd.api.discomax.com/v_RLF/DImVWEciiRKkcNTGQ.jpeg,https://play.hbomax.com/show/1363a884-5ee2-4075-8061-b63c05f593c3,90 Day favorites invite you into their homes to watch The Single Life.
911: Did the Killer Call?,911: Did the Killer Call?,series,,14,0.1,2025,1,6,reality; crime,Russian; English - Original; Lithuanian; Slovak; Bulgarian; Polish; Turkish; Hungarian; Spanish (Spain),Greek; Slovenian; Norwegian (Bokmål); Swedish; Portuguese; Finnish; Serbian (Latin); Dutch; Danish; Romanian (Moldova); Estonian; Croatian; Macedonian; Latvian; Turkish; Bulgarian; Hungarian; Polish; Slovak; Czech; English; Spanish (Spain) - SDH,https://images.cdn.prd.api.discomax.com/WAwxg/bGZC-debTH79oNKbw.jpeg,https://play.hbomax.com/show/ba9d4491-b69f-4b19-9b00-7fdf38d4cb05,Three horrific murders. Three different 911 calls. All three callers claim they’re innocent — find out which of them is actually the killer.
999 Murderer Calling,999 Murderer Calling,series,,12,0.1,2024,1,8,crime; european,English; Russian; Czech; Hungarian; Bulgarian; Turkish; Polish; Spanish (Spain),Norwegian (Bokmål); Dutch; Serbian (Latin); Slovenian; Swedish; Finnish; Portuguese; Danish; Greek; Estonian; Romanian (Moldova); Bulgarian; Turkish; Hungarian; English; Polish; Macedonian; Croatian; Spanish (Spain) - SDH; Spanish (Spain),https://images.cdn.prd.api.discomax.com/W6MVD/x056Tr-Sj_3oIWlpg.jpeg,https://play.hbomax.com/show/52180ec6-cf42-4937-a795-179b33acba68,"Scheming killers call 911, trying to escape justice, deceive police and lie about committing murder, but are tripped up by their own words."
A Beautiful Day In The Neighborhood,A Beautiful Day In The Neighborhood,movie,,12,2.4,2019,1,1,drama,Czech; Hungarian; English - Audio Description; Polish - Audio Description; English - Original; Hungarian - Audio Description; Czech - Audio Description; Polish,Serbian (Latin); Macedonian; Croatian; English; Romanian (Moldova); Bulgarian; Czech; Hungarian; Polish; Slovenian,https://images.cdn.prd.api.discomax.com/w_wc9/ArrLyRqNtX2RBn4AA.jpeg,https://play.hbomax.com/movie/a5569ecd-538e-4a52-ac45-dd487993b81a,Tom Hanks plays Mr. Rogers in this film based on the real friendship between journalist Tom Junod and the beloved TV presenter.
A Big Bold Beautiful Journey,A Big Bold Beautiful Journey,movie,,9,4.0,2025,2,11,drama; romance,Hungarian; Czech; Polish; English - Original; English - Audio Description,Slovenian; Croatian; Serbian (Latin); Macedonian; Romanian (Moldova); English; Bulgarian; Polish; Hungarian; Czech,https://images.cdn.prd.api.discomax.com/85nJq/9m2PBNGOkjfFmdZ0g.jpeg,https://play.hbomax.com/movie/e6acdbdd-730a-4148-9c38-592e4cac1b12,Two strangers are swept into a mystical adventure where they get to relive key moments from their past and maybe reshape their futures.
A Black Lady Sketch Show,A Black Lady Sketch Show,series,,16,5.9,2019,4,9,comedy,English - Audio Description; Polish; English - Original; Turkish; English,Slovenian; Polish; Bulgarian; Hungarian; Croatian; Czech; Danish; Norwegian (Bokmål); Dutch; Portuguese; Macedonian; Finnish; English; Romanian (Moldova); Swedish; Serbian (Latin); Turkish; Icelandic; Spanish (Spain),https://images.cdn.prd.api.discomax.com/l0EUN/SL0--2mMylNknlQcg.jpeg,https://play.hbomax.com/show/70c767a0-71fd-4a5b-aa53-6092b85ba07a,Comedian/actor/writer Robin Thede created and stars in this sketch comedy series.
A Body in the Snow: The Trial of Karen Read,A Body in the Snow: The Trial of Karen Read,series,,9,0.6,2025,1,6,crime; documentaries,Spanish (Spain); French; Hungarian; Lithuanian; Turkish; Russian; English - Original; Polish; Bulgarian; Czech,Turkish; Slovak; Portuguese; Spanish (Spain); Greek; English; Finnish; Spanish (Spain) - SDH; Serbian (Latin); Romanian (Moldova); Hebrew; Polish; Croatian; Macedonian; Estonian; Swedish; Bulgarian; Danish; Dutch; French; Slovenian; Hungarian; Czech; Norwegian (Bokmål); Latvian; Italian,https://images.cdn.prd.api.discomax.com/y7ptU/0L8vQe07XeK10_Z8g.jpeg,https://play.hbomax.com/show/b8066c9b-d61e-4580-9014-add16b435226,This exclusive behind-the-scenes docuseries tells the story of murder defendant Karen Read and the controversial trial that has divided a town.
A Brief Excursion,A Brief Excursion,movie,,12,0.0,2017,0,1,drama,Croatian - Original,English; Macedonian; Slovenian; Croatian - SDH; Serbian (Latin) - SDH,https://images.cdn.prd.api.discomax.com/vVq1Y/9eLncnII1D9wJFirA.jpeg,https://play.hbomax.com/movie/aa7aea9e-6246-4f8c-9bdb-46473123c29a,A trip to a monastery takes a strange turn when the bus breaks down in the middle of nowhere.
A Carpenter Christmas Romance,A Carpenter Christmas Romance,movie,,AL,0.4,2024,0,5,romance; comedy,English - Original; Hungarian; Czech; Polish,English; Hungarian; Bulgarian; Croatian; Macedonian; Serbian (Latin); Slovenian; Czech; Polish; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/Fli9v/414AMLgCDB8kC9fKQ.jpeg,https://play.hbomax.com/movie/997226f2-1c0c-4514-9e26-10fa0d79cd69,A novelist and a carpenter reunite and discover that the Christmas spirit could lead them to build an unbreakable love.
A Chef for Dali,A Chef for Dali,movie,,12,0.0,2023,0,3,drama; european; comedy,Spanish (Spain) - Original; Czech; Polish; Hungarian,English; Czech; Slovenian; Macedonian; Croatian; Hungarian; Serbian (Latin); Bulgarian; Polish; Romanian (Moldova),https://images.cdn.prd.api.discomax.com/7qpaW/4O6lRIuwxFKtu5bGQ.jpeg,https://play.hbomax.com/movie/027364c2-be03-440d-8400-7fcac3992971,"In 1970s Cadaqués, talented chef Fernando cross paths with the internationally renowned Salvador Dalí, sparking the rise of a culinary genius."
A Choice of Weapons: Inspired by Gordon Parks,A Choice of Weapons: Inspired by Gordon Parks,movie,,14,0.6,2021,1,12,documentary,English - Original; Polish; Spanish (Spain),Macedonian; Slovenian; Latvian; Estonian; Serbian (Latin); Bulgarian; Polish; Hungarian; Romanian (Moldova); Lithuanian; Finnish; English; Danish; Dutch; Norwegian (Bokmål); Croatian; Spanish (Spain); Czech; Portuguese,https://images.cdn.prd.api.discomax.com/PTseS/FUVK_moVeuUR_IGLg.jpeg,https://play.hbomax.com/movie/62c382c0-4364-4781-8d02-3b26a3e626ae,"This documentary explores the power of images in advancing racial, economic and social equality as seen through the work of photographer Gordon Parks."
A Christmas Mystery,A Christmas Mystery,movie,yes,9,0.7,2022,3,8,family; comedy,Hungarian; Spanish (Spain); Czech; Polish; English - Original; English - Audio Description,Macedonian; Portuguese; Romanian (Moldova); Bulgarian; Finnish; Polish; Spanish (Spain); Czech; Swedish; Hungarian; Danish; Serbian (Latin); Croatian; Slovenian; Dutch; Slovak; Norwegian (Bokmål); English - CC,https://images.cdn.prd.api.discomax.com/FTOUJ/-x4Fccb1SBmSrljag.jpeg,https://play.hbomax.com/movie/d0a9dfaa-2c9e-4b9c-b1d2-7c0db6701944,A group of intrepid kids sets out to solve the case of a town's stolen Christmas treasure.
A Christmas Story Christmas,A Christmas Story Christmas,movie,yes,9,1.5,2022,8,11,family; comedy,English - Original; Polish; Spanish (Spain); Czech; English - Audio Description; Hungarian,Dutch; Czech; Spanish (Spain); Romanian (Moldova); Norwegian (Bokmål); Swedish; Slovak; Danish; Macedonian; English - CC; Portuguese; Slovenian; Croatian; Polish; Bulgarian; Finnish; Serbian (Latin); Hungarian,https://images.cdn.prd.api.discomax.com/otZ6W/6jg1tPQXXMkCbK_-A.jpeg,https://play.hbomax.com/movie/4b7839b1-4ff5-4d69-8fee-b0f6798abf89,"From Warner Bros. Pictures and HBO Max comes the long-awaited follow-up to the annual holiday favorite, ""A Christmas Story."""
A Complete Unknown,A Complete Unknown,movie,,12,10.5,2024,8,13,drama,English - Original; Czech; Hungarian; English - Audio Description; Polish,English; Romanian (Moldova); Czech; Bulgarian; Macedonian; Serbian (Latin); Croatian; Slovenian; Polish; Hungarian,https://images.cdn.prd.api.discomax.com/aBz3-/r8QlGiHf8HKxLLyOg.jpeg,https://play.hbomax.com/movie/321b7b63-ae32-4033-b531-2ae2e6ce829b,Timothée Chalamet stars and sings as Bob Dylan in this electric true story behind the rise of one of the most iconic singer-songwriters in history.
A Dangerous Son,A Dangerous Son,movie,,12,0.4,2018,15,13,documentary,Polish; English - Original,Bulgarian; Danish; Romanian (Moldova); Polish; Finnish; Czech; Norwegian (Bokmål); Serbian (Latin); Macedonian; English; Slovenian; Dutch; Croatian; Portuguese; Swedish; Hungarian,https://images.cdn.prd.api.discomax.com/c0COG/NUliz91YGZxjpdKCA.jpeg,https://play.hbomax.com/movie/ce32408d-45d5-440f-a0ca-9a94239758ca,This film focuses on three families with a child who has a serious mental illness and the struggles of each to find appropriate treatment.
A Decent Man,A Decent Man,series,,12,0.0,2025,1,8,drama; european,Polish - Original; Czech; Hungarian; French; English; Spanish (Spain); English - Audio Description; Russian; Ukrainian,Swedish; Danish; Hungarian; Finnish; Dutch; Portuguese; English; Norwegian (Bokmål); Czech; Greek; Turkish; Romanian (Moldova); Macedonian; Slovenian; Serbian (Latin); Croatian; Polish - SDH; Bulgarian; French; English - SDH; Spanish (Spain); Lithuanian; Latvian; Estonian,https://images.cdn.prd.api.discomax.com/gwSuJ/ebhWoEzOnp_K8IkxA.jpeg,https://play.hbomax.com/show/cb3022ef-ab2d-4fb6-bdb9-bdaf6fb672bb,"After his son is beaten by a bully, a family man makes a split-second decision that threatens the course of his idyllic life forever."
A Dog Year,A Dog Year,movie,,9,0.9,2009,4,4,comedy,Polish; Hungarian; English - Original,Romanian (Moldova); Macedonian; Serbian (Latin); Hungarian; Swedish; English; Croatian; Norwegian (Bokmål); Portuguese; French; Bulgarian; Dutch; Danish; Finnish; Polish; Slovenian,https://images.cdn.prd.api.discomax.com/pxuZQ/Hs5T3hOEEUwqjD0JQ.jpeg,https://play.hbomax.com/movie/b191d2eb-f289-4d88-9b89-74f80fc1791e,The true story of a writer in a mid-existential crisis who impulsively adopts a high-strung border collie.
A Family Divided,A Family Divided,movie,,12,0.6,1995,0,1,drama; crime,Polish; English - Original,Romanian (Moldova); Macedonian; Croatian; Hungarian; Dutch; Serbian (Latin); Polish; English; Slovenian,https://images.cdn.prd.api.discomax.com/u7xB6/2Ba2jYZfIf8RZmj3g.jpeg,https://play.hbomax.com/movie/f6fc7979-ea76-42f7-b6e3-b84307d7660e,"A family is torn apart when a mother learns that her ""perfect"" son participated in a college fraternity gang rape that resulted in a girl's death."
A Forbidden Orange,A Forbidden Orange,movie,,16,0.0,2021,4,9,documentary; european,Polish; English,Romanian (Moldova); Estonian; Danish; Slovenian; Bulgarian; Finnish; Latvian; Portuguese; Hungarian; Croatian; English; Polish; Spanish (Spain); Czech; Lithuanian; Norwegian (Bokmål); Macedonian; Swedish; Serbian (Latin),https://images.cdn.prd.api.discomax.com/_U5rI/hiyiHPb7k87ytLv4w.jpeg,https://play.hbomax.com/movie/be4756ab-e20f-411a-ba95-c1f4b66c5686,Malcom McDowell narrates this eye-opening documentary charting the groundbreaking 1975 premiere in Spain of Stanley Kubrick’s A Clockwork Orange.
A Girl in the River: The Price of Forgiveness,A Girl in the River: The Price of Forgiveness,movie,,12,0.4,2015,1,6,documentary; crime,Polish; Punjabi - Original,Hungarian; Serbian (Latin); Bulgarian; Macedonian; Portuguese; Croatian; Romanian (Moldova); Slovenian; Czech; English; Polish; Dutch,https://images.cdn.prd.api.discomax.com/qSRnF/L106xy_JHriuvoIIA.jpeg,https://play.hbomax.com/movie/c8d2a2ac-11bb-4c05-a970-ad3beb006832,"The extraordinary story of a young Pakistani woman who survived an attempted ""honor"" killing by her father and uncle."
A Good Job: Stories of the FDNY,A Good Job: Stories of the FDNY,movie,,12,0.3,2014,0,3,documentary,English - Original; Polish; Czech,Czech; English; Croatian; Dutch; Slovenian; Romanian (Moldova); Bulgarian; Serbian (Latin); Polish; Danish; Swedish; Hungarian; Finnish; Norwegian (Bokmål); Macedonian,https://images.cdn.prd.api.discomax.com/9IpJU/fDgo1209zzwlgiS1w.jpeg,https://play.hbomax.com/movie/b223b1eb-396d-4b5f-81b8-720edcbe33f3,Acclaimed actor and FDNY veteran Steve Buscemi looks at what it's like to work as a New York City firefighter.
A Happy Day,A Happy Day,movie,,9,0.2,2023,0,6,drama; european; comedy,Polish; Hungarian; Czech,English; Czech; Romanian (Moldova); Serbian (Latin); Macedonian; Croatian; Slovenian; Bulgarian; Polish; Hungarian,https://images.cdn.prd.api.discomax.com/RLNzI/69Y0PcMDiCsLr3PJQ.jpeg,https://play.hbomax.com/movie/108b32a5-2bf0-409c-9278-4d10bb34584c,Three teenage friends stuck in a refugee camp in the frozen north of Norway come up with a plan to escape. But then one of them falls in love...
A Hollywood Christmas,A Hollywood Christmas,movie,yes,9,0.6,2022,0,8,family; romance; comedy,English - Original; Hungarian; Polish; English - Audio Description; Czech; Spanish (Spain),Czech; Croatian; Finnish; Polish; Hungarian; Norwegian (Bokmål); Dutch; Macedonian; Portuguese; Spanish (Spain); English - CC; Slovak; Romanian (Moldova); Swedish; Slovenian; Serbian (Latin); Danish; Bulgarian,https://images.cdn.prd.api.discomax.com/GjIs8/PZhqfdnw9XA8s57NA.jpeg,https://play.hbomax.com/movie/f3fcc6df-5bc8-49c1-8a34-e01334b71aa9,A director of Christmas movies finds herself living in one in this holiday romantic comedy with a clever movie-within-a-movie twist.
A Killer Among Friends,A Killer Among Friends,series,,12,0.9,2025,1,6,crime; documentaries,English - Original; Bulgarian; Polish; Lithuanian; Russian; Turkish; Hungarian; Slovak; Spanish (Spain); French,Slovenian; Greek; Latvian; Romanian (Moldova); Serbian (Latin); Portuguese; Swedish; Dutch; Finnish; Norwegian (Bokmål); Estonian; Danish; Czech; Slovak; Bulgarian; English; Macedonian; Croatian; Polish; Turkish; Hungarian; Hebrew; Spanish (Spain) - SDH; French,https://images.cdn.prd.api.discomax.com/_6rM-/VAyLuyG_lAaNvoLgw.jpeg,https://play.hbomax.com/show/cc30364a-e9c7-494d-8339-5da421a19cd6,"Murder tears friend groups apart. Now, they return to the crime scene to confront past betrayals and unearth long-buried secrets."
A Knight In The Making,A Knight In The Making,series,,12,1.3,2026,1,3,documentaries; drama,English - Original; English - Audio Description; Spanish (Spain); Russian; Polish,English - CC; Portuguese (Brazil); English; Spanish (Latin America); Portuguese; Dutch; Norwegian (Bokmål); Swedish; Icelandic; French; Spanish (Spain); Finnish; Danish; Czech; Bulgarian; Croatian; Hungarian; Macedonian; Ukrainian; Lithuanian; Hebrew; Latvian; Turkish; Greek; Estonian; Slovenian; Serbian (Latin); Polish; Romanian (Moldova); Slovak; German; Italian,https://images.cdn.prd.api.discomax.com/lyXnH/kitCntPEAKYpA3l6w.jpeg,https://play.hbomax.com/show/ee69e8c2-57f0-40e9-a3b1-eb2f2c95d15e,Explore A Knight of the Seven Kingdoms in this riveting look at how HBO's newest show in the Game of Thrones universe was brought to life.
A Knight of the Seven Kingdoms,A Knight of the Seven Kingdoms,series,,16,28.0,2026,24,31,fantasy-sci-fi; drama,English - Original; Spanish (Latin America); Portuguese (Brazil); German; French; Spanish (Spain); Czech; Hungarian; Turkish; Ukrainian; Russian; Polish; Slovak; Italian; English - Audio Description; Portuguese (Brazil) - Audio Description; Czech - Audio Description; Hungarian - Audio Description; Polish - Audio Description; Spanish (Spain) - Audio Description; English,Macedonian; Serbian (Latin); Slovenian; English; Croatian; Portuguese (Brazil) - CC; Spanish (Latin America) - CC; English - CC; Portuguese (Brazil); Spanish (Latin America); French; Spanish (Spain); Dutch; Danish; Portuguese; Swedish; Icelandic; Norwegian (Bokmål); German; Finnish; Hungarian; Bulgarian; Czech; Estonian; Latvian; Greek; Lithuanian; Hebrew; Turkish; Italian; Polish; Romanian (Moldova); Slovak,https://images.cdn.prd.api.discomax.com/E0Wko/u_a7rOZvNiTYR0tqQ.jpeg,https://play.hbomax.com/show/3507a932-eace-46ea-bfe1-638ae819fa12,From the world of Westeros comes an improbable tale centered on the adventures of an unexpected duo – knight Ser Duncan and his squire Egg.
A Lien,A Lien,movie,,AL,0.7,2023,0,1,drama,English - Original; Polish,English; Czech; Romanian (Moldova); Bulgarian; Hungarian; Polish; Slovenian; Croatian; Serbian (Latin); Macedonian,https://images.cdn.prd.api.discomax.com/nQxhA/mY7Z8qGGzZnit0Y7A.jpeg,https://play.hbomax.com/movie/227d65f2-2662-4743-8cad-3fc0636bb67f,"On the day of their green card interview, a young couple confronts a harrowing immigration process."
A Match Made in Heaven,A Match Made in Heaven,movie,,6,0.4,1997,0,1,drama; romance,English - Original; Polish; Hungarian; Czech,Macedonian; Slovenian; Romanian (Moldova); Dutch; Hungarian; Polish; Serbian (Latin); Czech; Croatian; Bulgarian; English,https://images.cdn.prd.api.discomax.com/tjMna/r4cw7MmyOCMyT7ulg.jpeg,https://play.hbomax.com/movie/bc81f7e4-2515-4d4b-bd25-cb16475764d7,"An ailing mother makes it her mission to find a wife for her son, a divorce attorney who has soured on marriage."
A Million Minutes,A Million Minutes,movie,,AL,0.0,2024,0,3,drama; european,Spanish (Spain); German - Original; Polish; Hungarian; Czech,English; Portuguese; Spanish (Spain); Romanian (Moldova); Polish; Serbian (Latin); Macedonian; Croatian; Slovenian; Hungarian; Bulgarian; Czech,https://images.cdn.prd.api.discomax.com/YjmkQ/48TuW-6RWKSQ0mkFQ.jpeg,https://play.hbomax.com/movie/0c2f639c-bc93-4d27-a40f-8e521507f2d1,"This is the true story of a family in which a father is inspired by his daughter's wish, and four people go on the journey of a lifetime."
